St;Max;St;Anz1
42198;94948;42198;81
42199;284848;42199;81
42200;60100;42200;107
42201;142432;42201;151
42202;63304;42202;107
42203;320488;42203;81
42204;71224;42204;107
42205;126616;42205;107
42206;240388;42206;81
42207;641032;42207;81
42208;42208;42208;151
42209;540916;42209;226
42210;63316;42210;58
42211;189952;42211;58
42212;45088;42212;107
42213;126640;42213;107
42214;94984;42214;107
42215;480868;42215;81
42216;42216;42216;151
42217;320596;42217;107
42218;63328;42218;151
42219;270520;42219;81
42220;53440;42220;151
42221;126664;42221;151
42222;142504;42222;151
42223;3652288;42223;226
42224;42224;42224;151
42225;126676;42225;151
42226;120256;42226;107
42227;190024;42227;107
42228;42228;42228;151
42229;126688;42229;151
42230;106900;42230;107
42231;285064;42231;107
42232;202984;42232;81
42233;160360;42233;107
42234;202984;42234;81
42235;541240;42235;81
42236;240568;42236;81
42237;240568;42237;81
42238;811924;42238;81
42239;2165128;42239;81
42240;42240;42240;120
42241;126724;42241;107
42242;114208;42242;107
42243;190096;42243;107
42244;42244;42244;58
42245;126736;42245;58
42246;95056;42246;58
42247;1951288;42247;182
42248;42248;42248;58
42249;9635920;42249;288
42250;63376;42250;58
42251;190132;42251;107
42252;47536;42252;58
42253;126760;42253;58
42254;142612;42254;58
42255;427840;42255;58
42256;42256;42256;107
42257;126772;42257;58
42258;180520;42258;63
42259;190168;42259;63
42260;42260;42260;107
42261;126784;42261;107
42262;95092;42262;58
42263;285280;42263;58
42264;42264;42264;107
42265;142648;42265;63
42266;63400;42266;107
42267;3084856;42267;120
42268;304720;42268;63
42269;304720;42269;63
42270;304720;42270;63
42271;642004;42271;63
42272;42272;42272;107
42273;126820;42273;58
42274;63412;42274;58
42275;190240;42275;58
42276;53512;42276;58
42277;126832;42277;58
42278;95128;42278;58
42279;321064;42279;58
42280;42280;42280;107
42281;481624;42281;226
42282;63424;42282;107
42283;190276;42283;58
42284;47572;42284;107
42285;126856;42285;107
42286;142720;42286;107
42287;695464;42287;226
42288;42288;42288;107
42289;126868;42289;151
42290;71368;42290;151
42291;190312;42291;151
42292;42292;42292;107
42293;126880;42293;107
42294;1465108;42294;133
42295;1465108;42295;133
42296;67768;42296;81
42297;271024;42297;107
42298;67768;42298;81
42299;214144;42299;107
42300;107080;42300;81
42301;126904;42301;81
42302;542104;42302;133
42303;963736;42303;133
42304;42304;42304;120
42305;126916;42305;107
42306;63460;42306;151
42307;190384;42307;151
42308;50848;42308;58
42309;126928;42309;58
42310;95200;42310;58
42311;542212;42311;107
42312;135592;42312;58
42313;214216;42313;81
42314;135592;42314;58
42315;190420;42315;58
42316;135592;42316;58
42317;135592;42317;58
42318;651544;42318;133
42319;651544;42319;133
42320;42320;42320;120
42321;2316760;42321;133
42322;2316760;42322;133
42323;2316760;42323;133
42324;42324;42324;120
42325;126976;42325;120
42326;95236;42326;107
42327;285712;42327;107
42328;42328;42328;58
42329;142864;42329;107
42330;63496;42330;58
42331;321460;42331;58
42332;71440;42332;58
42333;127000;42333;58
42334;214324;42334;107
42335;642976;42335;107
42336;42336;42336;58
42337;228904;42337;107
42338;63508;42338;151
42339;190528;42339;151
42340;42340;42340;151
42341;127024;42341;151
42342;95272;42342;151
42343;1085236;42343;81
42344;42344;42344;58
42345;321568;42345;151
42346;63520;42346;58
42347;190564;42347;151
42348;80404;42348;133
42349;127048;42349;133
42350;142936;42350;133
42351;482416;42351;107
42352;42352;42352;58
42353;127060;42353;58
42354;71476;42354;151
42355;190600;42355;151
42356;42356;42356;58
42357;127072;42357;58
42358;1100608;42358;120
42359;1100608;42359;120
42360;53620;42360;151
42361;610720;42361;133
42362;63544;42362;151
42363;214468;42363;151
42364;160864;42364;151
42365;160864;42365;151
42366;610792;42366;81
42367;1447792;42367;81
42368;42368;42368;32
42369;127108;42369;107
42370;63556;42370;58
42371;190672;42371;58
42372;50920;42372;133
42373;127120;42373;133
42374;95344;42374;133
42375;286036;42375;58
42376;42376;42376;102
42377;241360;42377;133
42378;63568;42378;102
42379;190708;42379;133
42380;47680;42380;102
42381;127144;42381;102
42382;143044;42382;58
42383;429136;42383;58
42384;42384;42384;102
42385;127156;42385;58
42386;107296;42386;58
42387;190744;42387;58
42388;42388;42388;102
42389;127168;42389;102
42390;95380;42390;58
42391;286144;42391;58
42392;42392;42392;102
42393;143080;42393;58
42394;63592;42394;102
42395;482920;42395;89
42396;619648;42396;164
42397;619648;42397;164
42398;619648;42398;164
42399;1222504;42399;133
42400;42400;42400;32
42401;127204;42401;133
42402;63604;42402;58
42403;190816;42403;58
42404;80512;42404;58
42405;127216;42405;58
42406;95416;42406;58
42407;515860;42407;133
42408;42408;42408;32
42409;724624;42409;133
42410;63616;42410;32
42411;275560;42411;133
42412;86020;42412;107
42413;127240;42413;107
42414;143152;42414;107
42415;429460;42415;58
42416;42416;42416;151
42417;127252;42417;102
42418;71584;42418;102
42419;190888;42419;102
42420;42420;42420;151
42421;127264;42421;151
42422;2480056;42422;226
42423;2480056;42423;226
42424;42424;42424;151
42425;143188;42425;102
42426;63640;42426;151
42427;774196;42427;133
42428;120832;42428;58
42429;127288;42429;58
42430;322216;42430;58
42431;62710036;42431;226
42432;42432;42432;32
42433;127300;42433;151
42434;305908;42434;107
42435;305908;42435;107
42436;42436;42436;32
42437;127312;42437;32
42438;95488;42438;32
42439;286468;42439;151
42440;42440;42440;102
42441;214864;42441;102
42442;63664;42442;102
42443;190996;42443;151
42444;47752;42444;102
42445;127336;42445;102
42446;407968;42446;151
42447;429784;42447;151
42448;42448;42448;32
42449;127348;42449;102
42450;1276936;42450;226
42451;1276936;42451;226
42452;42452;42452;32
42453;127360;42453;32
42454;120904;42454;107
42455;286576;42455;107
42456;51028;42456;151
42457;143296;42457;151
42458;63688;42458;151
42459;322432;42459;102
42460;71656;42460;151
42461;127384;42461;151
42462;11927896;42462;195
42463;11927896;42463;195
42464;42464;42464;58
42465;241864;42465;107
42466;63700;42466;32
42467;191104;42467;32
42468;497176;42468;257
42469;497176;42469;257
42470;497176;42470;257
42471;483784;42471;107
42472;42472;42472;58
42473;871864;42473;81
42474;63712;42474;58
42475;4133428;42475;257
42476;53764;42476;102
42477;127432;42477;102
42478;143368;42478;102
42479;725812;42479;107
42480;42480;42480;58
42481;127444;42481;58
42482;80656;42482;58
42483;191176;42483;58
42484;42484;42484;58
42485;127456;42485;58
42486;181492;42486;102
42487;286792;42487;102
42488;121012;42488;102
42489;161332;42489;58
42490;121012;42490;102
42491;242008;42491;102
42492;363040;42492;102
42493;363040;42493;102
42494;1089124;42494;151
42495;3267376;42495;151
42496;42496;42496;120
42497;6810136;42497;226
42498;63748;42498;58
42499;191248;42499;58
42500;42500;42500;58
42501;127504;42501;58
42502;95632;42502;58
42503;286900;42503;58
42504;42504;42504;58
42505;2484916;42505;239
42506;63760;42506;58
42507;191284;42507;58
42508;47824;42508;58
42509;127528;42509;58
42510;143476;42510;151
42511;430432;42511;151
42512;42512;42512;58
42513;127540;42513;58
42514;107620;42514;151
42515;191320;42515;151
42516;42516;42516;58
42517;127552;42517;58
42518;95668;42518;63
42519;287008;42519;63
42520;42520;42520;58
42521;143512;42521;63
42522;63784;42522;58
42523;726568;42523;63
42524;71764;42524;58
42525;127576;42525;58
42526;215296;42526;58
42527;645892;42527;63
42528;42528;42528;58
42529;127588;42529;151
42530;63796;42530;58
42531;191392;42531;58
42532;60568;42532;151
42533;127600;42533;151
42534;95704;42534;151
42535;323008;42535;151
42536;42536;42536;58
42537;1226500;42537;195
42538;63808;42538;58
42539;191428;42539;58
42540;47860;42540;58
42541;127624;42541;58
42542;143584;42542;58
42543;2759992;42543;226
42544;42544;42544;58
42545;127636;42545;58
42546;90880;42546;58
42547;191464;42547;58
42548;42548;42548;58
42549;127648;42549;58
42550;817936;42550;151
42551;817936;42551;151
42552;42552;42552;58
42553;143620;42553;102
42554;63832;42554;58
42555;215440;42555;102
42556;107728;42556;58
42557;127672;42557;58
42558;323188;42558;63
42559;969568;42559;63
42560;42560;42560;58
42561;127684;42561;102
42562;63844;42562;102
42563;191536;42563;102
42564;42564;42564;58
42565;127696;42565;58
42566;95776;42566;58
42567;287332;42567;151
42568;42568;42568;58
42569;215512;42569;102
42570;63856;42570;58
42571;191572;42571;58
42572;47896;42572;58
42573;127720;42573;58
42574;517912;42574;102
42575;517912;42575;102
42576;42576;42576;58
42577;127732;42577;58
42578;242512;42578;58
42579;242512;42579;58
42580;42580;42580;58
42581;127744;42581;58
42582;138400;42582;195
42583;287440;42583;195
42584;42584;42584;58
42585;143728;42585;195
42586;63880;42586;58
42587;363832;42587;195
42588;71872;42588;58
42589;127768;42589;58
42590;215620;42590;102
42591;646864;42591;102
42592;42592;42592;58
42593;161728;42593;195
42594;63892;42594;58
42595;191680;42595;58
42596;42596;42596;58
42597;127792;42597;58
42598;95848;42598;58
42599;3934960;42599;164
42600;42600;42600;58
42601;323512;42601;102
42602;63904;42602;58
42603;191716;42603;102
42604;345544;42604;102
42605;345544;42605;102
42606;345544;42606;102
42607;485332;42607;102
42608;45520;42608;89
42609;127828;42609;58
42610;71908;42610;58
42611;191752;42611;58
42612;45520;42612;89
42613;127840;42613;89
42614;107872;42614;89
42615;287656;42615;89
42616;53944;42616;89
42617;242728;42617;151
42618;63928;42618;89
42619;215764;42619;89
42620;182068;42620;151
42621;182068;42621;151
42622;485512;42622;151
42623;6221608;42623;226
42624;42624;42624;120
42625;409696;42625;151
42626;63940;42626;58
42627;191824;42627;58
42628;42628;42628;89
42629;127888;42629;89
42630;95920;42630;89
42631;287764;42631;89
42632;42632;42632;58
42633;364228;42633;195
42634;63952;42634;58
42635;191860;42635;89
42636;47968;42636;58
42637;127912;42637;58
42638;875284;42638;102
42639;875284;42639;102
42640;42640;42640;58
42641;127924;42641;58
42642;107944;42642;58
42643;191896;42643;58
42644;42644;42644;58
42645;127936;42645;58
42646;95956;42646;58
42647;287872;42647;58
42648;42648;42648;58
42649;143944;42649;195
42650;63976;42650;58
42651;1497688;42651;226
42652;80980;42652;58
42653;127960;42653;58
42654;215944;42654;58
42655;3113152;42655;102
42656;42656;42656;120
42657;127972;42657;195
42658;129760;42658;195
42659;191968;42659;195
42660;182248;42660;195
42661;182248;42661;195
42662;182248;42662;195
42663;364480;42663;195
42664;42664;42664;120
42665;2335444;42665;102
42666;64000;42666;120
42667;1167856;42667;226
42668;102544;42668;151
42669;128008;42669;151
42670;144016;42670;151
42671;432052;42671;102
42672;42672;42672;50
42673;128020;42673;58
42674;72016;42674;58
42675;192040;42675;58
42676;42676;42676;50
42677;128032;42677;50
42678;162052;42678;89
42679;288088;42679;89
42680;42680;42680;50
42681;144052;42681;89
42682;64024;42682;50
42683;216088;42683;89
42684;108052;42684;89
42685;128056;42685;89
42686;324160;42686;89
42687;972484;42687;89
42688;42688;42688;151
42689;128068;42689;50
42690;153880;42690;76
42691;192112;42691;76
42692;42692;42692;58
42693;128080;42693;58
42694;96064;42694;58
42695;288196;42695;50
42696;42696;42696;58
42697;216160;42697;50
42698;64048;42698;58
42699;192148;42699;89
42700;48040;42700;58
42701;128104;42701;58
42702;2134996;42702;257
42703;2134996;42703;257
42704;42704;42704;151
42705;128116;42705;50
42706;162160;42706;50
42707;192184;42707;50
42708;42708;42708;151
42709;128128;42709;151
42710;96100;42710;50
42711;288304;42711;50
42712;42712;42712;50
42713;144160;42713;50
42714;64072;42714;50
42715;324376;42715;50
42716;72088;42716;50
42717;128152;42717;50
42718;243304;42718;50
42719;648808;42719;50
42720;42720;42720;151
42721;584656;42721;102
42722;64084;42722;151
42723;192256;42723;151
42724;42724;42724;58
42725;128176;42725;58
42726;96136;42726;58
42727;547540;42727;76
42728;42728;42728;151
42729;1039552;42729;76
42730;64096;42730;151
42731;243376;42731;89
42732;61720;42732;102
42733;128200;42733;102
42734;144232;42734;102
42735;2631688;42735;195
42736;42736;42736;50
42737;128212;42737;151
42738;205396;42738;102
42739;205396;42739;102
42740;42740;42740;50
42741;128224;42741;50
42742;462184;42742;133
42743;462184;42743;133
42744;81160;42744;50
42745;162304;42745;58
42746;81160;42746;50
42747;365200;42747;102
42748;410884;42748;102
42749;410884;42749;102
42750;730456;42750;102
42751;2465296;42751;182
42752;42752;42752;76
42753;128260;42753;151
42754;64132;42754;50
42755;192400;42755;50
42756;42756;42756;151
42757;128272;42757;151
42758;96208;42758;151
42759;288628;42759;50
42760;250504;42760;164
42761;410992;42761;89
42762;250504;42762;164
42763;192436;42763;151
42764;250504;42764;164
42765;250504;42765;164
42766;144340;42766;151
42767;433024;42767;151
42768;42768;42768;120
42769;250504;42769;164
42770;208384;42770;102
42771;208384;42771;102
42772;42772;42772;120
42773;128320;42773;120
42774;250504;42774;164
42775;288736;42775;164
42776;42776;42776;120
42777;1040740;42777;107
42778;64168;42778;120
42779;6244432;42779;107
42780;494080;42780;76
42781;494080;42781;76
42782;494080;42782;76
42783;649780;42783;151
42784;42784;42784;50
42785;128356;42785;58
42786;64180;42786;195
42787;192544;42787;195
42788;54160;42788;195
42789;128368;42789;195
42790;96280;42790;195
42791;324952;42791;164
42792;42792;42792;50
42793;487456;42793;102
42794;64192;42794;50
42795;192580;42795;195
42796;48148;42796;50
42797;128392;42797;50
42798;144448;42798;50
42799;433348;42799;195
42800;42800;42800;50
42801;128404;42801;50
42802;72232;42802;50
42803;192616;42803;50
42804;42804;42804;50
42805;128416;42805;50
42806;243808;42806;195
42807;288952;42807;195
42808;146500;42808;195
42809;144484;42809;195
42810;146500;42810;195
42811;216736;42811;50
42812;146500;42812;195
42813;146500;42813;195
42814;365776;42814;195
42815;975400;42815;195
42816;42816;42816;76
42817;128452;42817;50
42818;64228;42818;58
42819;192688;42819;58
42820;42820;42820;50
42821;128464;42821;50
42822;96352;42822;50
42823;365848;42823;151
42824;42824;42824;50
42825;216808;42825;58
42826;64240;42826;50
42827;192724;42827;50
42828;48184;42828;50
42829;128488;42829;50
42830;162628;42830;89
42831;433672;42831;89
42832;42832;42832;76
42833;128500;42833;50
42834;365956;42834;239
42835;365956;42835;239
42836;42836;42836;76
42837;128512;42837;76
42838;96388;42838;102
42839;289168;42839;102
42840;42840;42840;102
42841;144592;42841;50
42842;64264;42842;102
42843;325348;42843;102
42844;72304;42844;102
42845;128536;42845;102
42846;216916;42846;50
42847;650752;42847;50
42848;42848;42848;32
42849;183040;42849;50
42850;64276;42850;32
42851;192832;42851;32
42852;42852;42852;32
42853;128560;42853;32
42854;96424;42854;32
42855;2780224;42855;195
42856;42856;42856;32
42857;325456;42857;50
42858;64288;42858;32
42859;192868;42859;102
42860;81376;42860;195
42861;128584;42861;195
42862;144664;42862;195
42863;1042792;42863;195
42864;42864;42864;32
42865;128596;42865;32
42866;77272;42866;195
42867;192904;42867;195
42868;42868;42868;32
42869;128608;42869;32
42870;108520;42870;195
42871;289384;42871;195
42872;695464;42872;195
42873;366280;42873;102
42874;695464;42874;195
42875;846916;42875;138
42876;695464;42876;195
42877;695464;42877;195
42878;1564756;42878;76
42879;1564756;42879;76
42880;42880;42880;76
42881;128644;42881;151
42882;64324;42882;102
42883;192976;42883;102
42884;61072;42884;102
42885;128656;42885;102
42886;96496;42886;102
42887;289492;42887;102
42888;42888;42888;76
42889;244276;42889;50
42890;64336;42890;76
42891;193012;42891;151
42892;48256;42892;76
42893;128680;42893;76
42894;144772;42894;50
42895;434320;42895;50
42896;42896;42896;50
42897;128692;42897;58
42898;108592;42898;58
42899;193048;42899;58
42900;42900;42900;50
42901;128704;42901;50
42902;96532;42902;50
42903;289600;42903;50
42904;42904;42904;50
42905;144808;42905;50
42906;64360;42906;50
42907;488752;42907;164
42908;122200;42908;102
42909;128728;42909;102
42910;217240;42910;102
42911;733192;42911;195
42912;42912;42912;76
42913;128740;42913;50
42914;64372;42914;50
42915;193120;42915;50
42916;91672;42916;50
42917;128752;42917;50
42918;96568;42918;50
42919;412504;42919;151
42920;42920;42920;76
42921;1856356;42921;151
42922;64384;42922;76
42923;464128;42923;50
42924;137536;42924;50
42925;137536;42925;50
42926;144880;42926;50
42927;434644;42927;50
42928;42928;42928;76
42929;128788;42929;76
42930;72448;42930;76
42931;193192;42931;76
42932;42932;42932;76
42933;128800;42933;76
42934;163024;42934;50
42935;289816;42935;50
42936;42936;42936;76
42937;144916;42937;89
42938;64408;42938;76
42939;217384;42939;89
42940;206368;42940;89
42941;206368;42941;89
42942;326104;42942;89
42943;1100608;42943;89
42944;42944;42944;102
42945;128836;42945;76
42946;122308;42946;50
42947;193264;42947;50
42948;42948;42948;76
42949;128848;42949;76
42950;96640;42950;76
42951;289924;42951;89
42952;42952;42952;76
42953;217456;42953;50
42954;64432;42954;76
42955;193300;42955;76
42956;48328;42956;76
42957;128872;42957;76
42958;244672;42958;195
42959;434968;42959;195
42960;42960;42960;102
42961;128884;42961;76
42962;412936;42962;151
42963;412936;42963;151
42964;42964;42964;102
42965;128896;42965;102
42966;392020;42966;102
42967;392020;42967;102
42968;176740;42968;133
42969;145024;42969;76
42970;176740;42970;133
42971;326320;42971;102
42972;176740;42972;133
42973;176740;42973;133
42974;367144;42974;133
42975;652696;42975;133
42976;42976;42976;102
42977;275380;42977;89
42978;64468;42978;102
42979;193408;42979;102
42980;42980;42980;58
42981;128944;42981;58
42982;96712;42982;58
42983;489616;42983;89
42984;42984;42984;102
42985;550852;42985;133
42986;64480;42986;102
42987;392200;42987;195
42988;61216;42988;102
42989;128968;42989;102
42990;145096;42990;102
42991;734560;42991;102
42992;103336;42992;102
42993;128980;42993;102
42994;137752;42994;195
42995;193480;42995;195
42996;103336;42996;102
42997;128992;42997;102
42998;122452;42998;102
42999;290248;42999;102
43000;275560;43000;102
43001;183688;43001;102
43002;275560;43002;102
43003;619972;43003;195
43004;2092552;43004;195
43005;2092552;43005;195
43006;2480056;43006;195
43007;30578632;43007;164
43008;43008;43008;19
43009;155032;43009;102
43010;64516;43010;76
43011;193552;43011;76
43012;43012;43012;76
43013;129040;43013;76
43014;96784;43014;76
43015;290356;43015;76
43016;43016;43016;76
43017;217780;43017;102
43018;64528;43018;76
43019;193588;43019;76
43020;48400;43020;76
43021;129064;43021;76
43022;145204;43022;76
43023;435616;43023;76
43024;43024;43024;76
43025;129076;43025;76
43026;108916;43026;76
43027;193624;43027;76
43028;43028;43028;76
43029;129088;43029;76
43030;96820;43030;76
43031;290464;43031;76
43032;43032;43032;76
43033;209680;43033;195
43034;64552;43034;76
43035;735316;43035;195
43036;1276936;43036;195
43037;1276936;43037;195
43038;1276936;43038;195
43039;653668;43039;102
43040;43040;43040;120
43041;1276936;43041;195
43042;64564;43042;76
43043;193696;43043;76
43044;54484;43044;76
43045;129136;43045;76
43046;96856;43046;76
43047;326896;43047;164
43048;43048;43048;120
43049;1047328;43049;89
43050;64576;43050;120
43051;314656;43051;107
43052;48436;43052;76
43053;129160;43053;76
43054;145312;43054;76
43055;1276936;43055;195
43056;43056;43056;120
43057;129172;43057;102
43058;118096;43058;102
43059;193768;43059;102
43060;43060;43060;120
43061;129184;43061;120
43062;785752;43062;107
43063;785752;43063;107
43064;43064;43064;76
43065;145348;43065;76
43066;64600;43066;76
43067;218032;43067;76
43068;109024;43068;76
43069;129208;43069;76
43070;620944;43070;102
43071;981232;43071;102
43072;43072;43072;71
43073;1276936;43073;195
43074;1276936;43074;195
43075;1276936;43075;195
43076;43076;43076;120
43077;129232;43077;120
43078;96928;43078;120
43079;1276936;43079;195
43080;43080;43080;151
43081;1048120;43081;107
43082;64624;43082;151
43083;193876;43083;120
43084;48472;43084;151
43085;129256;43085;151
43086;163600;43086;76
43087;436264;43087;76
43088;43088;43088;71
43089;129268;43089;151
43090;6810136;43090;195
43091;6810136;43091;195
43092;43092;43092;71
43093;129280;43093;71
43094;96964;43094;151
43095;290896;43095;151
43096;65608;43096;151
43097;145456;43097;151
43098;65608;43098;151
43099;9565936;43099;195
43100;72736;43100;151
43101;129304;43101;151
43102;262168;43102;89
43103;654640;43103;89
43104;43104;43104;71
43105;196648;43105;89
43106;65608;43106;151
43107;193984;43107;151
43108;65608;43108;151
43109;129328;43109;151
43110;97000;43110;151
43111;736612;43111;89
43112;43112;43112;71
43113;327400;43113;76
43114;64672;43114;71
43115;621592;43115;151
43116;184192;43116;151
43117;184192;43117;151
43118;184192;43118;151
43119;1120228;43119;164
43120;43120;43120;32
43121;129364;43121;71
43122;72772;43122;151
43123;194056;43123;151
43124;43124;43124;32
43125;129376;43125;32
43126;560356;43126;133
43127;560356;43127;133
43128;54592;43128;32
43129;276352;43129;151
43130;64696;43130;32
43131;560356;43131;133
43132;163780;43132;151
43133;163780;43133;151
43134;491344;43134;151
43135;1474036;43135;89
43136;43136;43136;120
43137;897856;43137;133
43138;64708;43138;32
43139;194128;43139;32
43140;43140;43140;32
43141;129424;43141;32
43142;97072;43142;32
43143;897856;43143;133
43144;43144;43144;71
43145;552904;43145;195
43146;64720;43146;71
43147;5314408;43147;257
43148;48544;43148;71
43149;129448;43149;71
43150;145636;43150;195
43151;436912;43151;195
43152;43152;43152;164
43153;129460;43153;195
43154;109240;43154;195
43155;194200;43155;195
43156;43156;43156;164
43157;129472;43157;164
43158;97108;43158;71
43159;291328;43159;71
43160;43160;43160;164
43161;145672;43161;58
43162;64744;43162;164
43163;491668;43163;133
43164;81952;43164;164
43165;129496;43165;164
43166;218536;43166;164
43167;3733936;43167;120
43168;43168;43168;120
43169;184408;43169;195
43170;64756;43170;164
43171;194272;43171;164
43172;599056;43172;120
43173;599056;43173;120
43174;599056;43174;120
43175;2523796;43175;195
43176;43176;43176;120
43177;2801140;43177;102
43178;64768;43178;120
43179;194308;43179;58
43180;48580;43180;71
43181;129544;43181;71
43182;145744;43182;71
43183;3786424;43183;182
43184;43184;43184;71
43185;129556;43185;71
43186;72880;43186;71
43187;194344;43187;71
43188;43188;43188;71
43189;129568;43189;71
43190;311344;43190;195
43191;311344;43191;195
43192;43192;43192;71
43193;145780;43193;71
43194;64792;43194;71
43195;218680;43195;76
43196;138400;43196;164
43197;138400;43197;164
43198;328048;43198;164
43199;984148;43199;164
43200;43200;43200;120
43201;129604;43201;71
43202;82024;43202;71
43203;194416;43203;71
43204;43204;43204;164
43205;129616;43205;164
43206;97216;43206;164
43207;350404;43207;133
43208;43208;43208;164
43209;218752;43209;71
43210;64816;43210;164
43211;194452;43211;164
43212;48616;43212;164
43213;129640;43213;164
43214;665332;43214;133
43215;665332;43215;133
43216;43216;43216;120
43217;129652;43217;195
43218;164104;43218;195
43219;194488;43219;195
43220;43220;43220;120
43221;129664;43221;120
43222;97252;43222;71
43223;291760;43223;71
43224;155824;43224;76
43225;145888;43225;164
43226;155824;43226;76
43227;899584;43227;133
43228;155824;43228;76
43229;155824;43229;76
43230;277000;43230;164
43231;656584;43231;164
43232;43232;43232;164
43233;4733152;43233;195
43234;64852;43234;120
43235;194560;43235;120
43236;43236;43236;71
43237;129712;43237;71
43238;97288;43238;71
43239;701296;43239;195
43240;43240;43240;164
43241;328372;43241;76
43242;64864;43242;164
43243;246292;43243;76
43244;54736;43244;71
43245;129736;43245;71
43246;145960;43246;71
43247;5399296;43247;226
43248;43248;43248;164
43249;129748;43249;164
43250;374596;43250;195
43251;374596;43251;195
43252;43252;43252;164
43253;129760;43253;164
43254;109492;43254;151
43255;291976;43255;151
43256;82132;43256;71
43257;164248;43257;151
43258;82132;43258;71
43259;831544;43259;76
43260;246400;43260;71
43261;246400;43261;71
43262;1052512;43262;156
43263;2217616;43263;156
43264;43264;43264;58
43265;129796;43265;164
43266;69316;43266;164
43267;194704;43267;164
43268;43268;43268;120
43269;129808;43269;120
43270;97360;43270;120
43271;292084;43271;164
43272;43272;43272;120
43273;219076;43273;164
43274;64912;43274;120
43275;194740;43275;164
43276;48688;43276;120
43277;129832;43277;120
43278;156004;43278;76
43279;438208;43279;76
43280;43280;43280;45
43281;129844;43281;120
43282;1404052;43282;195
43283;1404052;43283;195
43284;43284;43284;45
43285;129856;43285;45
43286;97396;43286;164
43287;292192;43287;164
43288;43288;43288;45
43289;146104;43289;164
43290;64936;43290;45
43291;1109536;43291;164
43292;73060;43292;71
43293;129880;43293;71
43294;219184;43294;71
43295;1801816;43295;226
43296;43296;43296;45
43297;129892;43297;71
43298;64948;43298;71
43299;194848;43299;71
43300;54808;43300;71
43301;129904;43301;71
43302;97432;43302;71
43303;328840;43303;89
43304;43304;43304;45
43305;493288;43305;89
43306;64960;43306;45
43307;194884;43307;71
43308;48724;43308;45
43309;129928;43309;45
43310;146176;43310;45
43311;438532;43311;164
43312;43312;43312;45
43313;129940;43313;45
43314;73096;43314;45
43315;194920;43315;45
43316;43316;43316;45
43317;129952;43317;45
43318;246724;43318;71
43319;292408;43319;71
43320;43320;43320;45
43321;185056;43321;71
43322;64984;43322;45
43323;219328;43323;45
43324;109672;43324;45
43325;129976;43325;45
43326;4002208;43326;89
43327;4002208;43327;89
43328;43328;43328;58
43329;129988;43329;45
43330;138832;43330;102
43331;194992;43331;102
43332;43332;43332;71
43333;130000;43333;71
43334;97504;43334;71
43335;1249504;43335;151
43336;61720;43336;71
43337;219400;43337;102
43338;65008;43338;71
43339;195028;43339;71
43340;61720;43340;71
43341;130024;43341;71
43342;395440;43342;156
43343;438856;43343;156
43344;43344;43344;58
43345;400948;43345;195
43346;555496;43346;195
43347;555496;43347;195
43348;43348;43348;58
43349;130048;43349;58
43350;97540;43350;45
43351;292624;43351;45
43352;43352;43352;45
43353;146320;43353;76
43354;65032;43354;45
43355;329236;43355;102
43356;73168;43356;45
43357;130072;43357;45
43358;219508;43358;76
43359;658528;43359;76
43360;43360;43360;120
43361;208384;43361;71
43362;250504;43362;133
43363;250504;43363;133
43364;250504;43364;133
43365;250504;43365;133
43366;250504;43366;133
43367;1502224;43367;133
43368;43368;43368;120
43369;329344;43369;45
43370;65056;43370;120
43371;195172;43371;71
43372;131920;43372;164
43373;131920;43373;164
43374;146392;43374;164
43375;494080;43375;45
43376;43376;43376;120
43377;130132;43377;120
43378;250504;43378;133
43379;250504;43379;133
43380;43380;43380;120
43381;130144;43381;120
43382;593728;43382;102
43383;593728;43383;102
43384;54916;43384;71
43385;3166504;43385;156
43386;65080;43386;71
43387;890656;43387;133
43388;164752;43388;71
43389;164752;43389;71
43390;494260;43390;76
43391;1482784;43391;76
43392;43392;43392;58
43393;130180;43393;164
43394;65092;43394;164
43395;195280;43395;164
43396;43396;43396;164
43397;130192;43397;164
43398;97648;43398;164
43399;292948;43399;164
43400;43400;43400;164
43401;247192;43401;76
43402;65104;43402;164
43403;195316;43403;164
43404;48832;43404;164
43405;130216;43405;164
43406;146500;43406;164
43407;439504;43407;164
43408;43408;43408;164
43409;130228;43409;120
43410;109888;43410;120
43411;195352;43411;120
43412;43412;43412;164
43413;130240;43413;164
43414;97684;43414;120
43415;293056;43415;120
43416;43416;43416;164
43417;146536;43417;120
43418;65128;43418;164
43419;2112640;43419;107
43420;225988;43420;208
43421;225988;43421;208
43422;225988;43422;208
43423;741940;43423;208
43424;43424;43424;58
43425;130276;43425;164
43426;65140;43426;164
43427;195424;43427;164
43428;82456;43428;164
43429;130288;43429;164
43430;97720;43430;164
43431;329812;43431;164
43432;43432;43432;58
43433;742120;43433;164
43434;65152;43434;58
43435;417472;43435;226
43436;48868;43436;45
43437;130312;43437;45
43438;146608;43438;45
43439;445876;43439;151
43440;223072;43440;102
43441;130324;43441;164
43442;73312;43442;164
43443;195496;43443;164
43444;223072;43444;102
43445;223072;43445;102
43446;164968;43446;45
43447;293272;43447;45
43448;223072;43448;102
43449;146644;43449;164
43450;223072;43450;102
43451;219976;43451;102
43452;123748;43452;102
43453;130360;43453;102
43454;329992;43454;102
43455;1670596;43455;102
43456;43456;43456;71
43457;223072;43457;102
43458;313288;43458;102
43459;313288;43459;102
43460;43460;43460;58
